station_name,station_lat,station_long,census_tract,average_ridership,percent_minority,percent_employed,total_pop,income_per_cap,percent_poverty,percent_transit,percent_walk,total_num_jobs,average_pop,average_num_jobs,mean_commute,bus_dist,rail_dist,professional,service,office,construction,production,bus_lat,bus_long,rail_lat,rail_long
31640,38.896134,-76.9929,11001008100,62.94949495,0.249,0.70143213,3212,72554,0.017,0.385,0.105,472,3212,472,30.1,0.113329327,1.211110164,76.4,4.1,16.2,1.5,1.8,38.896693,-76.991805,38.897723,-77.006745
31641,38.894972,-77.003135,11001008200,119.3232323,0.182,0.671901673,2929,76192,0.076,0.319,0.317,992,976.3333333,330.6666667,24,0.069904423,0.437236017,83.6,5.2,10.9,0.3,0.1,38.89526,-77.003853,38.897723,-77.006745
31629,38.889988,-76.995193,11001008200,48.98989899,0.182,0.671901673,2929,76192,0.076,0.319,0.317,992,976.3333333,330.6666667,24,0.013901739,0.652161247,83.6,5.2,10.9,0.3,0.1,38.889977,-76.995033,38.884124,-76.995334
31618,38.889955,-77.000349,11001008200,88.22222222,0.182,0.671901673,2929,76192,0.076,0.319,0.317,992,976.3333333,330.6666667,24,0.125254391,0.692270797,83.6,5.2,10.9,0.3,0.1,38.889809,-77.001784,38.884968,-77.005137
31126,38.925636,-77.027112,11001003600,79.84848485,0.535,0.719221604,5036,51870,0.104,0.458,0.078,518,5036,518,28.9,0.038028854,0.594926852,71.2,9.9,10.3,4.6,4.1,38.925972,-77.02703,38.928672,-77.032775
31506,38.915417,-77.012289,11001003302,97.15151515,0.609,0.633019675,2338,53102,0.121,0.331,0.136,1920,2338,1920,29.2,0.046041926,0.900865842,73.4,9.3,16.2,0,1.1,38.915759,-77.012589,38.912919,-77.022194
31286,38.90843,-77.02714,11001005002,105.0606061,0.536,0.715584201,6051,64399,0.131,0.24,0.51,1805,3025.5,902.5,23,0.114471453,0.526629344,69,16.9,8.6,4.2,1.2,38.90945,-77.026961,38.905604,-77.022256
31266,38.905607,-77.027137,11001005002,156.0606061,0.536,0.715584201,6051,64399,0.131,0.24,0.51,1805,3025.5,902.5,23,0.020141938,0.422352362,69,16.9,8.6,4.2,1.2,38.90578,-77.027068,38.905604,-77.022256
31251,38.903819,-77.0284,11001010100,95.76767677,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.129995357,0.532925307,73.1,8.4,17.7,0,0.8,38.904243,-77.027,38.901316,-77.033652
31283,38.903658,-77.031737,11001010100,101.5858586,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.017366783,0.308671757,73.1,8.4,17.7,0,0.8,38.90353,-77.031852,38.901316,-77.033652
31216,38.899632,-77.031686,11001010100,85.02020202,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.051403129,0.25299728,73.1,8.4,17.7,0,0.8,38.899177,-77.031791,38.901316,-77.033652
31298,38.905424,-77.034674,11001010100,118.3737374,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.152059704,0.465270834,73.1,8.4,17.7,0,0.8,38.905354,-77.036429,38.901316,-77.033652
31276,38.90366,-77.034846,11001010100,89.06060606,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.12764081,0.280372881,73.1,8.4,17.7,0,0.8,38.902549,-77.035217,38.901316,-77.033652
31291,38.901136,-77.034451,11001010100,111.2525253,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.032980051,0.071980331,73.1,8.4,17.7,0,0.8,38.901394,-77.034263,38.901316,-77.033652
31227,38.900283,-77.029822,11001010100,118.2929293,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.061313926,0.265904322,73.1,8.4,17.7,0,0.8,38.899737,-77.029921,38.898303,-77.028099
31222,38.899032,-77.033354,11001010100,143.2020202,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.054959947,0.25527509,73.1,8.4,17.7,0,0.8,38.89938,-77.033805,38.901316,-77.033652
31254,38.902,-77.03353,11001010100,57.85858586,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.082081277,0.076786545,73.1,8.4,17.7,0,0.8,38.902054,-77.034476,38.901316,-77.033652
31263,38.9024,-77.02622,11001010100,129.8888889,0.423,0.730945122,2624,76743,0.131,0.284,0.495,43577,262.4,4357.7,21.9,0.039641421,0.483714089,73.1,8.4,17.7,0,0.8,38.902458,-77.026672,38.898303,-77.028099
31228,38.8997,-77.023086,11001005800,220.6161616,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.063105995,0.185178688,78.1,10.1,10.4,0,1.4,38.899907,-77.023765,38.89834,-77.021851
