station_name,station_lat,station_long,census_tract,average_ridership,percent_minority,percent_employed,total_pop,income_per_cap,percent_poverty,percent_transit,percent_walk,total_num_jobs,average_pop,average_num_jobs,mean_commute,bus_dist,rail_dist,professional,service,office,construction,production,bus_lat,bus_long,rail_lat,rail_long
31262,38.897857,-77.026975,11001005800,74.15151515,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.022000147,0.109182824,78.1,10.1,10.4,0,1.4,38.898052,-77.026932,38.898303,-77.028099
31274,38.898243,-77.026235,11001005800,89.64646465,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.063947452,0.161446234,78.1,10.1,10.4,0,1.4,38.898052,-77.026932,38.898303,-77.028099
31238,38.898409,-77.032278,11001005800,105.1919192,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.019889954,0.344418435,78.1,10.1,10.4,0,1.4,38.898513,-77.032091,38.901316,-77.033652
31230,38.898364,-77.027869,11001005800,155.2323232,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.088196853,0.021027942,78.1,10.1,10.4,0,1.4,38.898052,-77.026932,38.898303,-77.028099
31620,38.897222,-77.019347,11001005800,106.2727273,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.114662708,0.249821971,78.1,10.1,10.4,0,1.4,38.89622,-77.01966,38.89834,-77.021851
31232,38.897283,-77.022191,11001005800,190.5252525,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.059153379,0.12116003,78.1,10.1,10.4,0,1.4,38.897751,-77.021866,38.89834,-77.021851
31264,38.894573,-77.01994,11001005800,126.979798,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.165006837,0.185873301,78.1,10.1,10.4,0,1.4,38.896048,-77.020149,38.893893,-77.021902
31270,38.894851,-77.02324,11001005800,128.1313131,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.134013406,0.157340591,78.1,10.1,10.4,0,1.4,38.896056,-77.023269,38.893893,-77.021902
31256,38.895914,-77.026064,11001005800,125.040404,0.376,0.714850773,2781,99832,0.164,0.298,0.411,69145,278.1,6914.5,21.8,0.028301427,0.303771007,78.1,10.1,10.4,0,1.4,38.896079,-77.026313,38.893757,-77.028218
31203,38.9086,-77.0323,11001005201,186.2828283,0.283,0.855880463,6224,91032,0.079,0.301,0.427,3887,1244.8,777.4,24.9,0.035100141,0.818349289,77.2,11.3,10,0.5,1,38.908405,-77.031981,38.901316,-77.033652
31201,38.90985,-77.034438,11001005201,278.3535354,0.283,0.855880463,6224,91032,0.079,0.301,0.427,3887,1244.8,777.4,24.9,0.039690072,0.795429722,77.2,11.3,10,0.5,1,38.909607,-77.034774,38.909499,-77.04362
31282,38.912652,-77.036278,11001005201,76.85858586,0.283,0.855880463,6224,91032,0.079,0.301,0.427,3887,1244.8,777.4,24.9,0.035306439,0.725579345,77.2,11.3,10,0.5,1,38.912933,-77.036468,38.909499,-77.04362
31241,38.9059,-77.0325,11001005201,195.8383838,0.283,0.855880463,6224,91032,0.079,0.301,0.427,3887,1244.8,777.4,24.9,0.124350314,0.519373772,77.2,11.3,10,0.5,1,38.906956,-77.032027,38.901316,-77.033652
31608,38.8792,-76.9953,11001007000,48.45454545,0.339,0.528274875,2794,66547,0.052,0.238,0.334,2133,931.3333333,711,21.1,0.095030801,0.547531725,85.2,7.6,7.2,0,0,38.879288,-76.994208,38.884124,-76.995334
31613,38.884,-76.995397,11001007000,221.4747475,0.339,0.528274875,2794,66547,0.052,0.238,0.334,2133,931.3333333,711,21.1,0.032331903,0.014827335,85.2,7.6,7.2,0,0,38.884262,-76.995559,38.884124,-76.995334
31625,38.881185,-77.001828,11001007000,80.15151515,0.339,0.528274875,2794,66547,0.052,0.238,0.334,2133,931.3333333,711,21.1,0.473255195,0.508902857,85.2,7.6,7.2,0,0,38.878227,-77.005759,38.884968,-77.005137
31085,38.820064,-77.057619,51510201400,8.454545455,0.176,0.62999002,4008,68340,0.028,0.195,0.072,1132,2004,566,28.6,0.034851437,0.751611055,78.4,5.5,13.5,0.6,2,38.819789,-77.057426,38.814009,-77.053763
31913,38.820058,-77.062821,51510201400,5.858585859,0.176,0.62999002,4008,68340,0.028,0.195,0.072,1132,2004,566,28.6,0.45679952,1.033571602,78.4,5.5,13.5,0.6,2,38.821255,-77.057777,38.814009,-77.053763
31214,38.9121,-77.0387,11001005301,166.5959596,0.238,0.798359672,4999,80263,0.078,0.318,0.408,4371,2499.5,2185.5,24.3,0.179109274,0.514649324,78.3,4,17.4,0,0.4,38.912084,-77.03663,38.909499,-77.04362
31267,38.908142,-77.038359,11001005301,138.4545455,0.238,0.798359672,4999,80263,0.078,0.318,0.408,4371,2499.5,2185.5,24.3,0.164170432,0.479569698,78.3,4,17.4,0,0.4,38.909573,-77.038826,38.909499,-77.04362
31111,38.9172,-77.0259,11001004400,96.39393939,0.322,0.777095756,5702,84904,0.135,0.355,0.199,7180,1900.666667,2393.333333,25.2,0.023498467,0.274469004,82.6,4.9,10.9,0.7,0.8,38.916992,-77.025948,38.916489,-77.028938
31268,38.916787,-77.028139,11001004400,121.010101,0.322,0.777095756,5702,84904,0.135,0.355,0.199,7180,1900.666667,2393.333333,25.2,0.071197961,0.07665825,82.6,4.9,10.9,0.7,0.8,38.916969,-77.02735,38.916489,-77.028938
31109,38.9155,-77.0222,11001004400,138.8282828,0.322,0.777095756,5702,84904,0.135,0.355,0.199,7180,1900.666667,2393.333333,25.2,0.034581228,0.286994566,82.6,4.9,10.9,0.7,0.8,38.915751,-77.021964,38.912919,-77.022194
31514,38.927497,-76.997194,11001009201,15.98989899,0.657,0.47766475,2261,35477,0.21,0.456,0.144,1824,2261,1824,29.3,0.082782575,0.67785867,58.9,16.3,21.2,1.2,2.4,38.927593,-76.996245,38.933234,-76.994544
31600,38.90304,-77.019027,11001004701,197.8888889,0.852,0.447297901,4478,34229,0.236,0.37,0.183,1090,4478,1090,31.2,0.057364856,0.399191807,54,22.5,10.3,7,6.1,38.902599,-77.018683,38.905604,-77.022256
31104,38.922925,-77.042581,11001003900,115.5959596,0.272,0.748219056,4492,63716,0.098,0.561,0.091,606,1497.333333,202,31.1,0.007994249,0.900888859,74.9,13.4,9.1,1.5,1,38.922967,-77.042656,38.924999,-77.052648
31296,38.924088,-77.040787,11001003900,82.96969697,0.272,0.748219056,4492,63716,0.098,0.561,0.091,606,1497.333333,202,31.1,0.028345099,0.860327825,74.9,13.4,9.1,1.5,1,38.92405,-77.040463,38.928672,-77.032775
31112,38.927872,-77.043358,11001003900,28.04040404,0.272,0.748219056,4492,63716,0.098,0.561,0.091,606,1497.333333,202,31.1,0.035347485,0.864795998,74.9,13.4,9.1,1.5,1,38.927836,-77.042952,38.924999,-77.052648
31067,38.862478,-77.086599,51013103200,10.11111111,0.497,0.747236818,5519,50942,0.098,0.205,0.013,981,1839.666667,327,26.4,0.014254306,2.346528147,64.3,16,10.3,8.4,1,38.862606,-77.086608,38.863045,-77.059507
31053,38.863833,-77.080319,51013103200,11.74747475,0.497,0.747236818,5519,50942,0.098,0.205,0.013,981,1839.666667,327,26.4,0.044490177,1.804057645,64.3,16,10.3,8.4,1,38.86417,-77.080596,38.863045,-77.059507
31054,38.857803,-77.086733,51013103200,2.03030303,0.497,0.747236818,5519,50942,0.098,0.205,0.013,981,1839.666667,327,26.4,0.133865652,2.428353762,64.3,16,10.3,8.4,1,38.858854,-77.087487,38.863045,-77.059507
31060,38.84232,-77.089555,51013102901,18.52525253,0.205,0.756766778,2697,76228,0.027,0.158,0,1423,2697,1423,29.4,0.042222137,3.47579073,78,5.9,13,1.6,1.6,38.841965,-77.089382,38.863045,-77.059507
31609,38.878694,-77.023054,11001010200,113.6060606,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.053637071,0.554538856,72.3,7.3,18.4,2,0,38.87894,-77.022521,38.876221,-77.017491
31294,38.88345,-77.021741,11001010200,55.08080808,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.02862016,0.148592272,72.3,7.3,18.4,2,0,38.883693,-77.02185,38.884775,-77.021964
31218,38.886266,-77.022241,11001010200,136.9494949,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.033912231,0.167516254,72.3,7.3,18.4,2,0,38.886028,-77.021996,38.884775,-77.021964
31646,38.88044,-77.025236,11001010200,117.9090909,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.063895079,0.559075148,72.3,7.3,18.4,2,0,38.88024,-77.024544,38.884775,-77.021964
31633,38.887312,-77.025762,11001010200,71.51515152,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.244109028,0.22789452,72.3,7.3,18.4,2,0,38.887402,-77.02858,38.888022,-77.028232
31108,38.8767,-77.0178,11001010200,158.0606061,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.032968792,0.059601761,72.3,7.3,18.4,2,0,38.876548,-77.018127,38.876221,-77.017491
31243,38.886372,-77.017701,11001010200,157.8181818,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.101445842,0.223857921,72.3,7.3,18.4,2,0,38.887272,-77.017509,38.884958,-77.01586
31217,38.886277,-77.028242,11001010200,91.77777778,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.054663632,0.194037066,72.3,7.3,18.4,2,0,38.886017,-77.028778,38.888022,-77.028232
31287,38.884323,-77.02601,11001010200,42.01010101,0.583,0.673630272,2537,62999,0.069,0.469,0.173,15730,281.8888889,1747.777778,25.3,0.130767838,0.353791828,72.3,7.3,18.4,2,0,38.884563,-77.027489,38.884775,-77.021964
31237,38.903827,-77.053485,11001005500,113.6464646,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.059275199,0.453971988,84,4.8,11.2,0,0,38.903602,-77.052864,38.900599,-77.050273
31200,38.9101,-77.0444,11001005500,281.3030303,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.0497238,0.094977961,84,4.8,11.2,0,0,38.909702,-77.044662,38.909499,-77.04362
31255,38.9066,-77.05152,11001005500,83.48484848,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.318156614,0.675949157,84,4.8,11.2,0,0,38.903953,-77.050124,38.900599,-77.050273
31285,38.909394,-77.048728,11001005500,103.5555556,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.028733143,0.442124789,84,4.8,11.2,0,0,38.909644,-77.048644,38.909499,-77.04362
31128,38.905303,-77.050264,11001005500,155.2828283,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.150601185,0.523061515,84,4.8,11.2,0,0,38.903953,-77.050124,38.900599,-77.050273
31234,38.908905,-77.04478,11001005500,127.1919192,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.019483511,0.120152499,84,4.8,11.2,0,0,38.908791,-77.044951,38.909499,-77.04362
31299,38.912644,-77.04564,11001005500,106.7272727,0.32,0.714414958,6632,92668,0.182,0.327,0.327,25655,947.4285714,3665,25.7,0.031040483,0.390950974,84,4.8,11.2,0,0,38.912872,-77.045433,38.909499,-77.04362
31113,38.920669,-77.04368,11001004002,63.2020202,0.203,0.793529019,2998,71065,0.038,0.381,0.234,3556,1499,1778,29,0.02779988,0.91307206,81.4,5.6,10.2,2,0.8,38.920919,-77.043683,38.924999,-77.052648
31110,38.9154,-77.0446,11001004002,134.6262626,0.203,0.793529019,2998,71065,0.038,0.381,0.234,3556,1499,1778,29,0.138100136,0.661617061,81.4,5.6,10.2,2,0.8,38.914969,-77.046097,38.909499,-77.04362
31295,38.905368,-77.065149,11001000202,114,0.202,0.483288354,4817,71335,0.225,0.31,0.245,7148,2408.5,3574,21.2,0.049348548,1.117979809,70.6,10.1,18.6,0,0.6,38.905017,-77.065498,38.896595,-77.07146
31314,38.903663,-77.067668,11001000202,96.26262626,0.202,0.483288354,4817,71335,0.225,0.31,0.245,7148,2408.5,3574,21.2,0.143232757,0.851680346,70.6,10.1,18.6,0,0.6,38.904949,-77.067573,38.896595,-77.07146
31024,38.882788,-77.103148,51013101404,40.66666667,0.349,0.750539025,4638,76647,0.069,0.408,0.16,2210,2319,1105,25.4,0.358660937,0.112918041,81.4,7.1,10.2,0,1.2,38.886012,-77.103021,38.88331,-77.104267
31025,38.88397,-77.10783,51013101404,14.26262626,0.349,0.750539025,4638,76647,0.069,0.408,0.16,2210,2319,1105,25.4,0.224199876,0.317012977,81.4,7.1,10.2,0,1.2,38.885986,-77.107787,38.88331,-77.104267
31022,38.88786,-77.094875,51013101500,38.49494949,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.080646082,0.244948563,74.1,9,13.7,1.8,1.4,38.887248,-77.095375,38.886373,-77.096963
31023,38.885801,-77.097745,51013101500,24.68686869,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.109547616,0.092879811,74.1,9,13.7,1.8,1.4,38.88613,-77.098938,38.886373,-77.096963
31019,38.889,-77.0925,51013101500,19.21212121,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.047573397,0.484293416,74.1,9,13.7,1.8,1.4,38.888824,-77.093001,38.886373,-77.096963
31030,38.89593,-77.089006,51013101500,26.81818182,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.060898497,0.66126047,74.1,9,13.7,1.8,1.4,38.895404,-77.089202,38.891499,-77.08391
31040,38.884616,-77.10108,51013101500,14.64646465,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.185671678,0.311744822,74.1,9,13.7,1.8,1.4,38.885897,-77.099704,38.88331,-77.104267
31020,38.8904,-77.0889,51013101500,21.41414141,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.063084614,0.448829607,74.1,9,13.7,1.8,1.4,38.890616,-77.088226,38.891499,-77.08391
31079,38.894941,-77.09169,51013101500,14.84848485,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.018201572,0.774495933,74.1,9,13.7,1.8,1.4,38.894908,-77.091896,38.891499,-77.08391
31029,38.896923,-77.086502,51013101500,24.11111111,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.112065314,0.643486878,74.1,9,13.7,1.8,1.4,38.896,-77.085982,38.891499,-77.08391
31094,38.895377,-77.09713,51013101500,7.181818182,0.244,0.706654044,7394,84803,0.07,0.356,0.061,7178,821.5555556,797.5555556,28.4,0.065165974,1.001303438,74.1,9,13.7,1.8,1.4,38.895893,-77.097487,38.886373,-77.096963
31317,38.958267,-77.084636,11001001001,12.25252525,0.257,0.488852293,7894,67807,0.047,0.306,0.05,3500,3947,1750,29.6,0.02758137,0.298572756,78.4,6.3,13.4,0.7,1.2,38.958509,-77.084706,38.960744,-77.085969
31316,38.946182,-77.08059,11001001001,7.181818182,0.257,0.488852293,7894,67807,0.047,0.306,0.05,3500,3947,1750,29.6,0.121390251,0.1994972,78.4,6.3,13.4,0.7,1.2,38.94603,-77.0792,38.947808,-77.079615
31306,38.922649,-77.077271,11001000702,29.77777778,0.21,0.748492159,3316,56371,0.125,0.345,0.156,125,3316,125,34.5,0.016026694,2.123801252,76.2,4.8,19,0,0,38.922694,-77.077095,38.934703,-77.058226
31500,38.919077,-77.000648,11001008702,36.51515152,0.881,0.493264249,1930,33891,0.253,0.408,0.092,709,1930,709,30.1,0.016356621,0.443895088,49.3,19.1,21.2,2.2,8.2,38.919032,-77.000468,38.920741,-76.995984
31519,38.908643,-77.012365,11001004600,75.85858586,0.686,0.569731931,2947,45979,0.139,0.26,0.12,1571,982.3333333,523.6666667,28.2,0.295599974,0.825224247,54.5,12.9,19.5,5.2,7.9,38.909348,-77.009071,38.907407,-77.002961
31503,38.9126,-77.0135,11001004600,88.94949495,0.686,0.569731931,2947,45979,0.139,0.26,0.12,1571,982.3333333,523.6666667,28.2,0.026086375,0.753050636,54.5,12.9,19.5,5.2,7.9,38.912742,-77.01374,38.912919,-77.022194
31636,38.907333,-77.01536,11001004600,57.01010101,0.686,0.569731931,2947,45979,0.139,0.26,0.12,1571,982.3333333,523.6666667,28.2,0.025246624,0.626910222,54.5,12.9,19.5,5.2,7.9,38.907114,-77.015283,38.905604,-77.022256
31229,38.91554,-77.03818,11001004201,196.7171717,0.22,0.840551724,3625,79766,0.049,0.383,0.277,1744,3625,1744,25.6,0.159911879,0.806524747,86.1,1.9,10.6,0.4,1,38.916977,-77.038253,38.916489,-77.028938
31101,38.917931,-77.032112,11001004300,197.979798,0.477,0.703763441,3720,59883,0.118,0.435,0.194,1769,1860,884.5,28.1,0.047931267,0.317986695,73.8,5.2,12.3,7.3,1.3,38.917544,-77.031868,38.916489,-77.028938
31125,38.919086,-77.034502,11001004300,120.7474747,0.477,0.703763441,3720,59883,0.118,0.435,0.194,1769,1860,884.5,28.1,0.18385893,0.561343542,73.8,5.2,12.3,7.3,1.3,38.918404,-77.036438,38.916489,-77.028938
31223,38.905737,-77.02227,11001004902,131.4343434,0.564,0.736805067,2842,58332,0.123,0.343,0.311,2581,2842,2581,24.3,0.024823577,0.01483845,65,14.4,15.4,1.7,3.5,38.905833,-77.022011,38.905604,-77.022256
31602,38.9308,-77.0315,11001002900,100.010101,0.594,0.697175389,4567,44561,0.075,0.552,0.066,944,4567,944,32.8,0.105509691,0.261062835,61.1,20.4,11.9,2.4,4.3,38.931125,-77.032646,38.928672,-77.032775
32064,39.035965,-77.048395,24031703902,0.606060606,0.664,0.535624686,7972,35070,0.081,0.213,0,1214,3986,607,36,0.154754703,0.370991808,44.8,22,21.7,8.8,2.8,39.034851,-77.049469,39.038558,-77.051098
32066,39.032029,-77.04735,24031703902,0.909090909,0.664,0.535624686,7972,35070,0.081,0.213,0,1214,3986,607,36,0.089750314,0.794895566,44.8,22,21.7,8.8,2.8,39.032234,-77.048355,39.038558,-77.051098
32022,39.025387,-77.044563,24031703901,0.95959596,0.45,0.565053426,3182,44217,0.064,0.267,0.033,6015,3182,6015,32.6,0.141757327,1.11774569,58.1,16.6,15.9,5.8,3.6,39.024467,-77.045699,39.015413,-77.042953
31505,38.910972,-77.00495,11001008701,75.31313131,0.695,0.663349199,2311,44057,0.107,0.37,0.073,1065,577.75,266.25,30.4,0.180655028,0.43215617,53.7,17.5,17.7,4.6,6.5,38.91259,-77.004761,38.907407,-77.002961
31522,38.914751,-77.00356,11001008701,31.07070707,0.695,0.663349199,2311,44057,0.107,0.37,0.073,1065,577.75,266.25,30.4,0.053650659,0.818258531,53.7,17.5,17.7,4.6,6.5,38.915233,-77.003532,38.907407,-77.002961
31523,38.915,-77.0078,11001008701,36.15151515,0.695,0.663349199,2311,44057,0.107,0.37,0.073,1065,577.75,266.25,30.4,0.104384932,0.942414339,53.7,17.5,17.7,4.6,6.5,38.915351,-77.008919,38.907407,-77.002961
31513,38.918155,-77.004746,11001008701,27.68686869,0.695,0.663349199,2311,44057,0.107,0.37,0.073,1065,577.75,266.25,30.4,0.028919023,0.810734002,53.7,17.5,17.7,4.6,6.5,38.918415,-77.004738,38.920741,-76.995984
31406,38.942475,-77.032678,11001002501,29.26262626,0.769,0.490558912,2648,39069,0.23,0.341,0,1789,1324,894.5,34.6,0.094188799,0.989393865,53.1,25.9,8.7,10.4,1.9,38.941628,-77.032691,38.936077,-77.024728
31402,38.947774,-77.032818,11001002501,12.2020202,0.769,0.490558912,2648,39069,0.23,0.341,0,1789,1324,894.5,34.6,0.022919082,1.476894871,53.1,25.9,8.7,10.4,1.9,38.947926,-77.032639,38.936077,-77.024728
31275,38.901755,-77.051084,11001005600,122.040404,0.322,0.587018955,6964,65433,0.221,0.279,0.522,3842,3482,1921,25.2,0.132369764,0.146451774,76.5,5.8,16.2,0.4,1.1,38.900902,-77.050017,38.900599,-77.050273
31297,38.8995,-77.054155,11001005600,50.85858586,0.322,0.587018955,6964,65433,0.221,0.279,0.522,3842,3482,1921,25.2,0.069270895,0.357471792,76.5,5.8,16.2,0.4,1.1,38.89893,-77.053832,38.900599,-77.050273
31038,38.883921,-77.116817,51013101401,14.09090909,0.233,0.805166052,1355,69534,0.045,0.275,0.056,5775,677.5,2887.5,29.2,0.072991764,0.477000572,75.2,6.3,14.6,0,3.9,38.883384,-77.116332,38.882071,-77.111845
31036,38.87887,-77.1207,51013101401,10.75757576,0.233,0.805166052,1355,69534,0.045,0.275,0.056,5775,677.5,2887.5,29.2,0.09446846,0.84510435,75.2,6.3,14.6,0,3.9,38.878208,-77.121384,38.882071,-77.111845
31244,38.88412,-77.017445,11001010500,128.6666667,0.574,0.674663546,3418,58591,0.122,0.476,0.124,2457,1709,1228.5,28,0.017414474,0.165843297,71.4,7.8,15.4,5.5,0,38.884193,-77.017623,38.884958,-77.01586
31272,38.886978,-77.013769,11001010500,143.3636364,0.574,0.674663546,3418,58591,0.122,0.476,0.124,2457,1709,1228.5,28,0.086389836,0.288455429,71.4,7.8,15.4,5.5,0,38.887619,-77.013205,38.884958,-77.01586
31119,38.921074,-77.031887,11001003700,95.09090909,0.66,0.616552901,5860,40260,0.173,0.458,0.2,392,1953.333333,130.6666667,28.7,0.017663955,0.570101963,58.4,20.6,16.4,3.1,1.5,38.921199,-77.032013,38.916489,-77.028938
31123,38.925284,-77.032375,11001003700,42.84848485,0.66,0.616552901,5860,40260,0.173,0.458,0.2,392,1953.333333,130.6666667,28.7,0.024376903,0.3783141,58.4,20.6,16.4,3.1,1.5,38.92512,-77.032188,38.928672,-77.032775
31117,38.92333,-77.0352,11001003700,63.09090909,0.66,0.616552901,5860,40260,0.173,0.458,0.2,392,1953.333333,130.6666667,28.7,0.104827504,0.629956594,58.4,20.6,16.4,3.1,1.5,38.92306,-77.036361,38.928672,-77.032775
31106,38.923203,-77.047637,11001004001,32.13131313,0.208,0.735194175,4120,83083,0.044,0.44,0.145,447,4120,447,28.5,0.00572381,0.477278207,78.7,5.3,13.4,2.1,0.5,38.92324,-77.047591,38.924999,-77.052648
31236,38.90774,-77.071652,11001000201,74.90909091,0.345,0.327272727,3685,3481,0.775,0.065,0.747,17583,3685,17583,11.1,0.041488778,1.239378827,33.6,20.1,42.3,1.2,2.7,38.907367,-77.07164,38.896595,-77.07146
31318,38.947156,-77.065115,11001001302,15.82828283,0.292,0.717428534,7591,81118,0.108,0.542,0.093,2287,7591,2287,27.4,0.060220574,0.416937409,81.7,3.9,11.2,2.1,1.1,38.947639,-77.06543,38.94362,-77.063511
31015,38.8946,-77.072305,51013101702,49.67676768,0.431,0.713895312,4757,81779,0.099,0.41,0.048,7671,1189.25,1917.75,25.1,0.13256868,0.233576489,73.6,7.1,17.6,1.8,0,38.895598,-77.073143,38.896595,-77.07146
31917,38.89386,-77.070862,51013101702,42.50505051,0.431,0.713895312,4757,81779,0.099,0.41,0.048,7671,1189.25,1917.75,25.1,0.005482122,0.308490109,73.6,7.1,17.6,1.8,0,38.893909,-77.070869,38.896595,-77.07146
31018,38.892164,-77.079375,51013101702,14.46464646,0.431,0.713895312,4757,81779,0.099,0.41,0.048,7671,1189.25,1917.75,25.1,0.065506918,0.399393846,73.6,7.1,17.6,1.8,0,38.892609,-77.079871,38.891499,-77.08391
31016,38.893438,-77.076389,51013101702,34.57575758,0.431,0.713895312,4757,81779,0.099,0.41,0.048,7671,1189.25,1917.75,25.1,0.089207308,0.55244195,73.6,7.1,17.6,1.8,0,38.893602,-77.07538,38.896595,-77.07146
31107,38.9319,-77.0388,11001002702,81.47474747,0.466,0.674920635,6300,50010,0.078,0.491,0.092,800,6300,800,31.7,0.01626194,0.632807096,65.8,18.5,7.9,5.7,2,38.931899,-77.038612,38.928672,-77.032775
31905,38.880992,-77.135271,51013100900,11.86868687,0.231,0.582334385,4755,60881,0.042,0.192,0.032,4169,4755,4169,28.5,0.246982458,1.971287165,67.2,9.8,16.3,3,3.8,38.883134,-77.136026,38.885841,-77.157177
31035,38.876393,-77.107735,51013102002,18,0.414,0.705882353,1479,48326,0.037,0.293,0.068,149,1479,149,26.7,0.073235735,0.724702455,60.7,11.4,16.7,7.4,3.8,38.876389,-77.108581,38.882071,-77.111845
31120,38.920387,-77.025672,11001003500,57.14141414,0.853,0.479742995,5603,21255,0.21,0.454,0.177,914,5603,914,31.6,0.048094336,0.517403047,50.1,21.1,25.3,0.9,2.6,38.920527,-77.025146,38.916489,-77.028938
31269,38.887378,-77.001955,11001006600,125.6666667,0.151,0.691176471,1904,92827,0.026,0.413,0.176,1703,952,851.5,25.8,0.044339531,0.384272921,87.9,3.4,7.4,0.6,0.7,38.887073,-77.001625,38.884968,-77.005137
31610,38.886952,-76.996806,11001006600,94.92929293,0.151,0.691176471,1904,92827,0.026,0.413,0.176,1703,952,851.5,25.8,0.154931051,0.339289568,87.9,3.4,7.4,0.6,0.7,38.887245,-76.995056,38.884124,-76.995334
31026,38.884734,-77.093485,51013101801,19.54545455,0.259,0.803651267,2684,108030,0.016,0.281,0.043,4243,1342,2121.5,26.7,0.274095952,0.35190493,83.8,4.2,11.6,0,0.4,38.886791,-77.09523,38.886373,-77.096963
31021,38.8881,-77.09308,51013101801,28.51515152,0.259,0.803651267,2684,108030,0.016,0.281,0.043,4243,1342,2121.5,26.7,0.048059179,0.387076571,83.8,4.2,11.6,0,0.4,38.887711,-77.093322,38.886373,-77.096963
31817,38.824481,-77.005497,11001009810,0.97979798,1,0.394618834,2676,16264,0.404,0.501,0.03,78,1338,39,51.7,0.057891453,2.762060149,26.9,33.8,34.8,0,4.5,38.824303,-77.006125,38.845334,-76.98817
31818,38.82373,-77.00223,11001009810,0.696969697,1,0.394618834,2676,16264,0.404,0.501,0.03,78,1338,39,51.7,0.039350971,2.693312498,26.9,33.8,34.8,0,4.5,38.824027,-77.001983,38.845334,-76.98817
31121,38.923583,-77.050046,11001000501,109.1515152,0.286,0.735294118,3502,88510,0.064,0.463,0.08,3029,3502,3029,28.4,0.089481558,0.27469489,85,0.6,12.8,1.5,0.1,38.923432,-77.051062,38.924999,-77.052648
31307,38.930282,-77.055599,11001000502,40.90909091,0.211,0.708711739,2973,91455,0.021,0.52,0.067,659,2973,659,27.4,0.009693996,0.54156804,85.9,2.1,12.1,0,0,38.93027,-77.055488,38.934703,-77.058226
31313,38.941139,-77.061977,11001001200,15.83838384,0.231,0.627139364,4908,79949,0.052,0.478,0.066,1627,1636,542.3333333,29.2,0.007747771,0.306116979,80.3,6.7,11.8,0.7,0.5,38.941161,-77.061892,38.94362,-77.063511
31308,38.943837,-77.077078,11001001200,20.22222222,0.231,0.627139364,4908,79949,0.052,0.478,0.066,1627,1636,542.3333333,29.2,0.018428579,0.493059864,80.3,6.7,11.8,0.7,0.5,38.943801,-77.077286,38.947808,-77.079615
31300,38.944551,-77.063896,11001001200,31.68686869,0.231,0.627139364,4908,79949,0.052,0.478,0.066,1627,1636,542.3333333,29.2,0.011221762,0.108745227,80.3,6.7,11.8,0.7,0.5,38.944649,-77.063927,38.94362,-77.063511
