station_name,station_lat,station_long,census_tract,percent_minority,percent_employed,average_ridership,total_pop,income_per_cap,percent_poverty,percent_transit,mean_commute,average_pop,average_num_jobs,total_num_jobs,bus_dist,tram_dist,rail_dist,subway_dist,ferry_dist,bus_lat,tram_lat,rail_lat,subway_lat,ferry_lat,bus_long,tram_long,rail_long,subway_long,ferry_long,is_close_bus,is_close_tram,is_close_rail,is_close_subway,is_close_ferry,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,walk,other_transit,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployed,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,25025000602,0.465,0.546640204,28.51515152,3527,27060,0.345,0.354,34,1763.5,2512.5,5025,0.010788157,0.811671409,1.26083917,3.740285758,8.281366764,42.348903,42.348285,42.357293,42.373362,42.359448,-71.150156,-71.140436,-71.139883,-71.118956,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1421,2106,16.3,53.5,10.6,0.3,15.3,0,2522,24286,8298,8869,51.3,47.6,26.3,18.6,2.6,4.9,34.8,6.9,12.8,3.6,6.6,1928,86.3,7.7,6,0,2.1,1020,2646,1359,606,1153,3266,0,0,0,0,0,7,53,0,0,0,41,13,0,13,0,4725,0,113,60,0,3762,736,18,427,6,76,4519,506,395,718,1155,1737,1463,3562,0,0,0,0,0,0,0,0,0,0
Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,25025000100,0.419,0.560337783,30.03030303,3671,33352,0.176,0.215,28.6,1223.666667,2807.333333,8422,0.153419558,1.347210122,0.503968484,2.028159712,7.112527874,42.362807,42.350602,42.357293,42.373362,42.372756,-71.138519,-71.130727,-71.139883,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1827,1844,18.9,58.1,4.8,0,14.5,0,2704,58542,11220,5685,12.8,42.7,22.1,20.4,7,7.8,56.8,2.1,11.3,6.5,1.9,2057,87,8.4,4.6,0,11.1,1811,4728,1883,1555,2184,4683,0,0,0,424,44,103,982,256,2171,242,273,224,924,1383,86,407,165,530,166,42,6940,764,46,506,12,154,6941,1481,912,1352,1716,2631,4802,3620,0,0,0,0,0,0,0,0,0,0
Broadway St at Mt Pleasant St,42.38614141,-71.0782814,25017351403,0.481,0.607984608,31.33333333,4158,31823,0.141,0.414,27.7,4158,435,435,0.033216661,1.692226343,2.555019379,0.26307837,2.586520413,42.386049,42.370952,42.366417,42.383975,42.372756,-71.078666,-71.077007,-71.062326,-71.076994,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,2036,2122,31.6,51.9,4.6,0,7.1,0,2764,60801,11475,3854,3.7,34.9,35.8,16.3,4.5,8.5,44.2,4.4,6.8,1.5,1.7,2528,79.2,17.6,3.3,0,1.4,122,230,83,136,183,116,0,0,0,33,11,3,66,0,2,0,0,10,0,22,50,87,0,129,22,0,312,59,4,55,0,5,349,86,66,86,72,89,208,227,0,0,0,0,0,0,0,0,0,0
Brookline Town Hall,42.33376473,-71.12046447,25021400700,0.247,0.547969925,27.54545455,3325,61206,0.066,0.248,28.3,3325,3586,3586,0.157496235,0.359373029,2.279573026,2.072910827,6.292501478,42.333022,42.332871,42.347581,42.331397,42.355721,-71.118833,-71.116263,-71.099974,-71.095451,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Norfolk,1439,1886,4.2,75.3,0.6,0,17.2,0,2281,131705,12474,6922,3.8,81.9,6.4,9.7,0.3,1.7,33.6,5.7,20.6,8,7.3,1822,83.7,8.7,7.6,0,6.5,890,1923,773,718,863,2005,74,0,0,63,0,14,109,1,251,50,88,136,1,0,735,215,161,147,82,1459,2960,283,16,258,6,63,3284,302,212,518,696,1270,1456,2130,0,0,0,0,0,0,0,0,0,0
Bunker Hill Community College,42.37408991,-71.06905997,25025040600,0.132,0.696727019,28.58585859,2872,64771,0.075,0.268,28.2,2872,6352,6352,0.374985674,0.740230001,1.016841871,0.064938674,1.366131698,42.376399,42.370952,42.366417,42.373622,42.372756,-71.065733,-71.077007,-71.062326,-71.069533,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1520,1352,2.8,86.8,4.5,0,3.5,0,2421,121096,15749,6817,17.4,69.5,9,18.1,1.7,1.7,57.7,4.5,6.8,2.1,2.1,2001,81.4,14.7,3.9,0,4.7,1235,3493,1624,795,1259,4298,0,0,0,136,212,268,164,132,53,618,159,1292,11,684,1810,494,73,40,139,67,4864,842,24,488,13,121,5709,643,478,965,1442,2232,3471,2881,0,0,0,0,0,0,0,0,0,0
Burlington Ave at Brookline Ave,42.345733,-71.100694,25025010204,0.408,0.531845238,36.52525253,3360,18937,0.44,0.294,20.6,1120,1475.333333,4426,0.089397244,0.28798316,0.213837884,1.418534381,4.31955958,42.34496,42.345362,42.347581,42.336377,42.355721,-71.100993,-71.104162,-71.099974,-71.088961,-71.049897,TRUE,TRUE,TRUE,FALSE,FALSE,Massachusetts,Suffolk,1513,1847,6.4,59.2,2.2,0,29.4,0,2551,30000,9674,4307,0,53.2,16.6,25.9,3.1,1.1,12.6,1.4,50.1,3.5,3,1787,96,3.2,0.8,0,7.3,901,2502,1023,530,875,3021,0,0,0,0,28,17,258,0,351,1076,78,75,370,10,0,1821,81,193,68,0,3434,487,11,420,3,71,4115,311,214,531,941,1839,1553,2873,0,0,0,0,0,0,0,0,0,0
Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,25017352800,0.291,0.730166271,73.31313131,2105,45333,0.082,0.309,26.2,2105,490,490,0.19277068,1.684684722,2.6062382,0.811129095,3.706571887,42.369882,42.370911,42.388401,42.365379,42.372756,-71.09607,-71.077095,-71.119148,-71.103554,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1142,963,12.3,70.9,4.2,0.3,9.2,0,1734,92500,18136,4135,14.8,69,13.8,11.2,2.5,3.5,33,2,15.1,14.8,4.2,1537,82.5,11.5,6.1,0,3.4,129,258,103,85,130,275,0,0,0,197,3,6,25,0,0,0,3,80,0,0,0,71,9,85,11,0,395,48,2,35,0,10,440,50,46,76,95,144,247,243,0,0,0,0,0,0,0,0,0,0
Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,25017353700,0.357,0.518726253,80.02020202,5527,30680,0.185,0.197,18.8,1842.333333,6318.333333,18955,0.009858534,2.502116837,1.797173563,0.647405839,4.810001523,42.373304,42.351241,42.388401,42.373362,42.372756,-71.111011,-71.116531,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2543,2984,8.6,64.3,4,0.1,18.8,0,4344,59440,10748,3841,7.5,68.2,12.6,17.2,0.6,1.5,17.7,3.4,41.5,5.9,11.7,2867,88.6,8.2,3.2,0,5.2,5825,9595,3535,4209,3372,11374,0,0,0,7,7,8,289,0,193,225,13,81,20,76,15565,1196,30,846,224,175,14267,1566,85,2511,30,496,17307,1648,1030,2063,2963,7074,8663,10292,0,0,0,0,0,0,0,0,0,0
Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,25017352700,0.36,0.613626563,91.33333333,2319,32279,0.139,0.305,29.1,2319,670,670,0.006514266,1.443542481,2.657359416,1.127954911,3.443478765,42.372983,42.370911,42.388401,42.365379,42.372756,-71.094522,-71.077095,-71.119148,-71.103554,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1239,1080,8.9,64,18.2,0,4.7,0,1749,49963,23218,3837,2.9,44.3,20.8,26.5,1.1,7.4,34.3,6.4,19.1,7.3,2.3,1423,91.4,6.5,2.1,0,7.7,196,348,126,167,257,246,0,0,0,17,20,9,39,16,3,45,0,77,3,11,14,107,0,272,37,0,540,48,4,63,0,15,595,75,54,110,149,161,350,320,0,0,0,0,0,0,0,0,0,0
Cambridge St at Joy St,42.36129095,-71.06526192,25025020301,0.348,0.636440321,138.4242424,2371,82577,0.13,0.214,22.8,2371,28317,28317,0.221866792,0.527209181,0.618929707,0.265097481,1.230255462,42.3611,42.359705,42.366417,42.361365,42.359448,-71.062574,-71.059215,-71.062326,-71.062037,-71.050498,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1138,1233,5.3,65.2,1.4,0,24.5,0,1940,114643,21047,14797,0,83,4.6,11,0.9,0.5,16.8,0.6,55,3.7,2.5,1509,94.2,4,1.9,0,3,5956,15977,6384,2468,4028,21821,0,0,0,219,0,7,530,0,3,8,11,184,0,71,0,25302,701,1139,98,44,21002,3411,97,3200,47,560,25540,2777,1906,3538,6154,10763,9482,18835,0,0,0,0,0,0,0,0,0,0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,25017352102,0.291,0.694697597,112.8080808,2414,75863,0.116,0.257,24.6,804.6666667,3342.333333,10027,0.451414842,0.439983061,1.16387038,0.805372004,2.069208677,42.371019,42.370911,42.366417,42.361166,42.372756,-71.077039,-71.077095,-71.062326,-71.070628,-71.052528,FALSE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1082,1332,7.3,70.9,2.4,0,18.8,0,1885,115000,16980,14080,0,74.1,8,15,1.8,1.2,34.8,6.3,24.2,7.1,1.9,1677,85.1,10,4.9,0,4.9,3374,5153,1500,1685,1523,6819,0,0,0,15,22,1459,1560,23,664,175,110,3624,54,706,25,147,25,964,82,372,7801,922,35,1045,10,214,8947,1080,592,1124,1596,3341,5692,4335,0,0,0,0,0,0,0,0,0,0
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,25017353000,0.389,0.627137341,135.4747475,3626,49555,0.178,0.452,25.6,1813,2270.5,4541,0.059446822,1.817181487,2.144012438,0.197442583,4.40791916,42.366717,42.350148,42.347581,42.365379,42.372756,-71.106102,-71.107455,-71.099974,-71.103554,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1734,1892,8.9,61.1,12.1,0,14.7,0.7,2587,63008,14654,5646,13.2,76.6,9.2,10.4,1,2.8,17.6,2.8,15.4,9.8,9.1,2274,84.5,7.3,8.2,0,5.2,1301,2394,846,922,1122,2497,0,0,0,9,14,11,557,0,153,120,64,656,0,13,217,499,163,394,158,1513,3362,664,11,388,5,111,4128,413,293,583,857,1507,2016,2525,0,0,0,0,0,0,0,0,0,0
Central Square at Mass Ave / Essex St,42.36507,-71.1031,25017353000,0.389,0.627137341,295.989899,3626,49555,0.178,0.452,25.6,1813,2270.5,4541,0.017366952,1.697398987,1.961578418,0.050092188,4.241642148,42.364915,42.350148,42.347581,42.365304,42.372756,-71.103074,-71.107455,-71.099974,-71.103621,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1734,1892,8.9,61.1,12.1,0,14.7,0.7,2587,63008,14654,5646,13.2,76.6,9.2,10.4,1,2.8,17.6,2.8,15.4,9.8,9.1,2274,84.5,7.3,8.2,0,5.2,1301,2394,846,922,1122,2497,0,0,0,9,14,11,557,0,153,120,64,656,0,13,217,499,163,394,158,1513,3362,664,11,388,5,111,4128,413,293,583,857,1507,2016,2525,0,0,0,0,0,0,0,0,0,0
Charles Circle - Charles St at Cambridge St,42.360185,-71.07086598,25025020200,0.224,0.783256292,181.8383838,3894,62385,0.173,0.26,23,3894,538,538,0.474826067,0.766905977,0.986161361,0.110821026,1.67554118,42.356083,42.366664,42.366417,42.361166,42.359448,-71.06926,-71.067666,-71.062326,-71.070628,-71.050498,FALSE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1885,2009,8.7,77.6,1.8,0,10.2,0,3349,74800,11508,10489,0,73.9,6.1,19.6,0.5,0,14.9,2.1,50.1,2.7,4.2,3050,89.2,4.2,6.7,0,2.2,164,283,91,145,212,181,0,0,0,0,0,12,49,0,2,8,22,60,0,39,0,47,7,226,66,0,410,42,4,75,0,7,486,52,61,75,115,123,237,301,0,0,0,0,0,0,0,0,0,0
Chelsea St at Saratoga St,42.379772,-71.027448,25025050901,0.793,0.614978903,4.878787879,4740,24438,0.173,0.565,35.5,2370,633.5,1267,0.041146163,3.144653733,1.856727553,0.376729261,2.202926091,42.379402,42.363021,42.395689,42.37964,42.372756,-71.027455,-71.05829,-71.034281,-71.022865,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,2855,1885,69.4,20.7,1.3,0,4,0,1510,60769,9218,2505,30.8,14.2,48.8,14.2,11.2,11.6,29.6,5.9,3.9,0.8,3.4,2915,92.1,6.4,1.4,0,9,238,685,344,265,619,383,0,0,0,16,68,46,25,82,0,3,0,4,4,295,0,47,0,628,49,0,930,200,15,98,1,23,784,483,279,254,274,222,742,525,0,0,0,0,0,0,0,0,0,0
Child St at North St,42.37150494,-71.07249312,25017352101,0.585,0.578238923,45.97979798,1783,54400,0.235,0.334,29.4,891.5,736,1472,0.377333222,0.375878453,1.0088294,0.338448419,1.646002726,42.371019,42.370952,42.366417,42.373622,42.372756,-71.077039,-71.077007,-71.062326,-71.069533,-71.052528,TRUE,TRUE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,875,908,20.3,41.5,2.5,0,32.4,0,1193,67188,12965,6947,6.7,79.9,8.3,10.7,0,1.1,40,5.4,14.8,1.8,4.7,1031,93.1,5.8,1.1,0,1.5,737,617,118,94,215,1163,0,0,0,0,34,0,31,48,1,0,30,17,0,887,357,11,0,54,2,0,1286,63,7,92,0,24,1375,97,54,164,214,303,572,900,0,0,0,0,0,0,0,0,0,0
Chinatown Gate Plaza,42.351356,-71.059367,25025070101,0.384,0.584862385,93.71717172,5668,88038,0.22,0.265,20.4,708.5,12305,98440,0.086541878,0.4558854,0.378260698,0.308080307,0.917139762,42.350963,42.352531,42.351763,42.352547,42.355721,-71.058458,-71.064682,-71.054797,-71.062752,-71.049897,TRUE,FALSE,TRUE,TRUE,FALSE,Massachusetts,Suffolk,2862,2806,8.8,61.6,2.5,0.1,23,0,4252,89855,24041,21940,22.9,64.1,11.3,22.1,0.3,2.1,14.3,4.6,48.4,1.4,5,3315,91.3,4.8,3.9,0,5.8,24692,56043,17705,10424,13682,74334,5,0,53,1577,320,1341,3180,743,3401,28591,2935,24145,1238,11149,1186,2273,1098,6552,3368,5285,77658,8762,268,10098,83,1571,90146,8294,6121,12058,17530,38039,53719,44721,0,0,0,0,0,0,0,0,0,0
Chinatown T Stop,42.352409,-71.062679,25025070101,0.384,0.584862385,107.7777778,5668,88038,0.22,0.265,20.4,708.5,12305,98440,0.011931107,0.165153926,0.651675603,0.016475814,1.113023421,42.352461,42.352531,42.351763,42.352547,42.355721,-71.062552,-71.064682,-71.054797,-71.062752,-71.049897,TRUE,TRUE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,2862,2806,8.8,61.6,2.5,0.1,23,0,4252,89855,24041,21940,22.9,64.1,11.3,22.1,0.3,2.1,14.3,4.6,48.4,1.4,5,3315,91.3,4.8,3.9,0,5.8,24692,56043,17705,10424,13682,74334,5,0,53,1577,320,1341,3180,743,3401,28591,2935,24145,1238,11149,1186,2273,1098,6552,3368,5285,77658,8762,268,10098,83,1571,90146,8294,6121,12058,17530,38039,53719,44721,0,0,0,0,0,0,0,0,0,0
Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,25025010500,0.401,0.510051005,145.2323232,3333,30436,0.3,0.446,23.1,3333,1084,1084,0.093693619,0.125809149,0.832628775,0.310306773,3.242459236,42.344366,42.342687,42.336608,42.341512,42.355721,-71.086458,-71.085056,-71.089208,-71.083423,-71.049897,TRUE,TRUE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1596,1737,11.7,59.9,11.1,0,14.3,0,2383,43182,8804,5939,0,67.8,9.1,18.1,0,5.1,21.1,1.5,26.3,2.8,3.7,1700,89,8.5,2.5,0,5.8,397,498,189,321,301,462,0,0,0,22,0,8,34,0,64,37,52,115,0,11,11,52,195,476,7,0,743,194,11,107,1,28,896,188,107,147,184,249,557,527,0,0,0,0,0,0,0,0,0,0
Clarendon Hill at Broadway,42.406302,-71.132446,25017350700,0.276,0.606877459,13.94949495,6863,37138,0.256,0.404,31.7,6863,621,621,0.020694538,6.012585327,1.722201831,1.375672695,7.549283321,42.406461,42.370911,42.421776,42.39674,42.372756,-71.132577,-71.077095,-71.133342,-71.121815,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,3651,3212,5.7,72.4,12.5,0,5.9,0,5312,67725,12581,4888,64,53,15.2,20.4,3.2,8.1,43.3,6,5.2,3.1,2,4165,87.9,10.2,1.9,0,7.5,192,300,129,184,280,157,0,0,0,83,10,10,347,0,1,0,31,34,4,0,0,38,2,51,10,0,485,73,3,50,1,9,528,93,75,108,127,119,341,280,0,0,0,0,0,0,0,0,0,0
Colleges of the Fenway - Fenway at Avenue Louis Pasteur,42.34011512,-71.10061884,25025010300,0.285,0.460729983,51.08080808,5233,7011,0.243,0.199,16,1308.25,4867.25,19469,0.022343601,0.446247728,0.831857597,1.044467569,4.515130275,42.340233,42.336217,42.347581,42.336377,42.355721,-71.100839,-71.099328,-71.099974,-71.088961,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1794,3439,8.9,71.5,5.8,0.3,11.1,0,4696,40000,8265,891,11.1,39.1,21.5,37.6,0.5,1.2,7.7,2.6,61.4,2.3,6.1,2411,95.9,3.6,0.5,0,10.6,4204,10826,4439,2650,3263,13556,0,0,0,0,5,2,52,0,6,10,75,884,0,49,3267,13553,748,745,73,0,14218,2812,49,1987,22,381,17844,1625,1229,2368,4200,7468,6377,13092,0,0,0,0,0,0,0,0,0,0
Columbia Rd at Ceylon St,42.309572,-71.0729,25025090300,0.983,0.349215092,4.434343434,3631,14827,0.38,0.388,37.3,3631,96,96,0.08899786,2.940844313,0.599075122,1.401533853,5.468820527,42.309061,42.284095,42.305037,42.300093,42.355721,-71.073733,-71.063302,-71.076833,-71.061667,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1177,2454,28.8,1.7,60.7,4,0,0,2027,25652,9857,2664,51.3,25.2,32.3,28.3,2.2,12,45.7,6.1,6.6,0,2.8,1268,85.1,14,0.9,0,22.4,32,51,13,44,33,19,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,60,0,0,23,0,22,63,2,3,0,6,65,31,16,13,23,12,44,52,0,0,0,0,0,0,0,0,0,0
Columbus Ave at Massachusetts Ave,42.34054262,-71.08138848,25025070800,0.382,0.700698549,90.92929293,3722,64203,0.195,0.448,23.5,3722,841,841,0.020061143,0.38433774,0.777488635,0.198947666,3.089688118,42.340606,42.342687,42.336608,42.341512,42.355721,-71.081617,-71.085056,-71.089208,-71.083423,-71.049897,TRUE,TRUE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,2290,1432,11.4,61.8,16.6,0,9.8,0,3218,92500,26195,11080,8.6,65.6,20.6,12.8,0,1,15.7,1.6,29.4,3.1,5.5,2608,88.8,9,2.1,0,3.8,355,366,120,224,349,268,0,0,0,4,0,13,35,1,9,198,108,68,1,25,24,51,13,253,38,0,523,215,7,69,3,24,628,213,92,132,124,138,370,471,0,0,0,0,0,0,0,0,0,0
Commonwealth Ave At Babcock St,42.35154735,-71.12126246,25021400200,0.349,0.508029979,65.32323232,5604,49974,0.275,0.252,28.3,5604,2772,2772,0.008094882,0.033612168,1.65811618,2.107383879,5.88075481,42.351568,42.351776,42.357293,42.365304,42.359448,-71.121168,-71.12153,-71.139883,-71.103621,-71.050498,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Norfolk,2350,3254,5.7,65.1,3.2,0,22.9,0,4024,65045,7047,6955,20.2,68.9,8.9,18.2,2.7,1.3,37.2,2.4,26.5,5.9,2.8,2847,86.6,9.1,4.3,0,4.2,738,1290,744,852,852,1068,0,0,0,16,0,9,332,1,84,40,72,310,2,32,19,1194,65,497,99,0,1981,388,12,327,4,60,2495,277,242,375,579,838,975,1797,0,0,0,0,0,0,0,0,0,0
Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,25025000803,0.379,0.333172923,85.75757576,6234,17205,0.37,0.262,19.2,2078,4376.333333,13129,0.085644821,0.024604549,1.631731597,1.973570409,5.697369349,42.35123,42.351566,42.347581,42.365304,42.359448,-71.118201,-71.119281,-71.099974,-71.103621,-71.050498,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2518,3716,11.7,62.1,5.8,0,16.6,0,4900,32140,12210,9423,27.3,37.8,23,36.3,2.2,0.7,9.6,1.8,55.1,3.1,4.3,2077,95.6,4,0.4,0,8.9,1996,7057,4076,1691,1486,9952,0,0,0,0,14,33,12,5,13,0,2,59,0,56,12152,109,51,621,2,0,10572,974,41,1283,7,252,12196,933,707,1579,2426,6421,6423,6706,0,0,0,0,0,0,0,0,0,0
Congress St at Northern Ave,42.3481,-71.03764,25025060600,0.146,0.754759239,66.66666667,2679,75190,0.062,0.289,25.6,297.6666667,3352.444444,30172,0.118111832,2.19277727,1.467581244,1.519026285,1.316288139,42.347066,42.359705,42.351763,42.352271,42.355721,-71.037969,-71.059215,-71.054797,-71.055242,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1298,1381,1,85.4,0.7,0,10.2,0,2347,112688,23121,8016,7,70.7,4.6,21.9,0,2.7,35.1,6.7,22.2,3.2,3.9,2022,85.4,9,5.6,0,3.9,8085,17137,4950,2828,4193,23151,0,0,0,823,515,1203,229,421,2271,3904,1313,10541,468,1652,322,1417,250,4427,324,92,24184,2577,72,2838,32,469,27781,2391,2061,3794,5413,10819,17152,13020,0,0,0,0,0,0,0,0,0,0
Congress St at Sleeper St,42.3510045,-71.04930013,25025060600,0.146,0.754759239,94.34343434,2679,75190,0.062,0.289,25.6,297.6666667,3352.444444,30172,0.138374251,1.233808552,0.459517419,0.50818052,0.526739739,42.350545,42.356395,42.351763,42.352271,42.355721,-71.050865,-71.062424,-71.054797,-71.055242,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1298,1381,1,85.4,0.7,0,10.2,0,2347,112688,23121,8016,7,70.7,4.6,21.9,0,2.7,35.1,6.7,22.2,3.2,3.9,2022,85.4,9,5.6,0,3.9,8085,17137,4950,2828,4193,23151,0,0,0,823,515,1203,229,421,2271,3904,1313,10541,468,1652,322,1417,250,4427,324,92,24184,2577,72,2838,32,469,27781,2391,2061,3794,5413,10819,17152,13020,0,0,0,0,0,0,0,0,0,0
Conway Park - Somerville Avenue,42.383405,-71.107593,25017351204,0.313,0.646960268,66.53535354,4178,35959,0.142,0.239,25,4178,2384,2384,0.043654152,2.864609322,1.099662642,1.099677367,4.675531025,42.383388,42.370911,42.388401,42.3884,42.372756,-71.107062,-71.077095,-71.119148,-71.119149,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2273,1905,6.8,68.7,2.8,0.1,15.7,0,2966,64057,13911,3772,17.3,60.3,15.9,18.4,2.4,3,36.2,5.7,19.4,10.7,4,2703,88.3,5.5,6.2,0,9.3,810,1129,445,702,743,939,7,0,0,50,113,69,626,7,26,50,80,368,0,3,45,309,203,373,55,0,1911,182,8,220,2,61,2075,309,227,383,424,540,1249,1135,0,0,0,0,0,0,0,0,0,0
Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,25021400400,0.212,0.564529287,84.67676768,6129,64991,0.1,0.284,27.7,6129,1713,1713,0.158412086,0.144025998,2.032153307,2.55749023,6.236319538,42.342499,42.342028,42.347581,42.331397,42.355721,-71.121845,-71.121685,-71.099974,-71.095451,-71.049897,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Norfolk,2137,3992,6.9,78.8,1.9,0,12.1,0,4586,90179,19838,11560,6,78,2.2,16,0.5,3.3,31.6,5.7,15.3,6,13,3460,85.7,6.9,7.4,0,4,585,800,328,480,716,517,0,0,0,0,26,4,203,0,57,20,80,177,5,14,86,274,12,616,139,0,1389,110,7,159,3,45,1567,146,133,264,313,418,689,1024,0,0,0,0,0,0,0,0,0,0
Copley Square - Dartmouth St at Boylston St,42.34993464,-71.07738554,25025010600,0.274,0.581602374,219.4747475,3033,119317,0.132,0.355,22.2,1011,12201,36603,0.009310078,0.021293095,0.318080451,0.318080451,2.348697584,42.350011,42.350126,42.34735,42.34735,42.355721,-71.077432,-71.077376,-71.075727,-71.075727,-71.049897,TRUE,TRUE,TRUE,TRUE,FALSE,Massachusetts,Suffolk,1236,1797,4.8,72.6,10.9,0.5,11.3,0,2603,93482,18054,27526,7.2,85.3,4.8,8.7,0,1.2,32.4,2.2,27.9,0,2,1764,87.3,8.3,4.4,0,3.2,10441,20080,6082,3584,5331,27688,0,0,457,1050,22,164,5790,160,1324,6178,715,6012,1674,1086,4,1111,310,5214,1882,3450,27306,4647,141,3742,51,716,33000,3603,2529,4738,6618,12277,18854,17749,0,0,0,0,0,0,0,0,0,0
Cross St at Hanover St,42.362811,-71.056067,25025030200,0.131,0.746835443,177,1738,56039,0.146,0.331,22.2,1738,990,990,0.173276554,0.184130562,0.652081592,0.184130562,0.548364337,42.361847,42.363021,42.366417,42.363021,42.360795,-71.057724,-71.05829,-71.062326,-71.05829,-71.049976,TRUE,TRUE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,941,797,9.2,86.9,0.5,0,1.6,0,1516,76667,10876,9318,0,68.6,10.6,17.6,2.6,0.6,16.6,0,46.1,1.2,3.2,1298,86.7,13.3,0,0,2.3,303,496,191,139,186,665,0,0,0,0,15,18,27,0,70,1,81,470,0,141,0,8,6,133,20,0,856,52,1,66,0,15,912,78,82,126,187,292,509,481,0,0,0,0,0,0,0,0,0,0
Curtis Hall - South St at Centre St,42.309054,-71.11543,25025120400,0.289,0.636171178,26.65656566,6613,46537,0.163,0.429,30.6,6613,1841,1841,0.052028401,2.183737519,0.959494675,0.679150383,7.479672012,42.308588,42.328316,42.300522,42.310525,42.355721,-71.115487,-71.110252,-71.113686,-71.107414,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2691,3922,13.4,71.1,9.7,0,4.1,0,5299,77462,9882,5463,17.6,74,8.8,13.5,3.5,0.2,34.7,3.1,7.1,4.1,8.2,4207,79.2,10.6,10.1,0,4.5,516,911,414,478,754,609,0,0,0,24,10,1,344,1,20,45,16,38,1,100,21,832,19,279,90,0,1174,509,7,109,3,39,1587,254,196,321,373,435,686,1155,0,0,0,0,0,0,0,0,0,0
