station_name,station_lat,station_long,census_tract,percent_minority,percent_employed,average_ridership,total_pop,income_per_cap,percent_poverty,percent_transit,mean_commute,average_pop,average_num_jobs,total_num_jobs,bus_dist,tram_dist,rail_dist,subway_dist,ferry_dist,bus_lat,tram_lat,rail_lat,subway_lat,ferry_lat,bus_long,tram_long,rail_long,subway_long,ferry_long,is_close_bus,is_close_tram,is_close_rail,is_close_subway,is_close_ferry,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,walk,other_transit,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployed,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
Huron Ave At Vassal Lane,42.38165061,-71.13426981,25017354400,0.21,0.589881593,20.92929293,1858,73796,0.075,0.212,27.5,1858,217,217,0.031204457,3.394392088,1.451186785,1.451058988,6.786912782,42.381553,42.351891,42.388401,42.3884,42.372756,-71.134626,-71.125067,-71.119148,-71.119149,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,855,1003,4.9,79,3.7,1.3,4.6,0,1457,122266,27743,13845,4.5,78.6,7.1,11.9,1.7,0.6,48.2,3.5,9.2,6.9,11,1096,82.7,9.7,7.7,0,2.9,53,114,50,46,83,88,0,0,0,1,72,0,31,0,1,7,11,26,0,4,0,24,3,22,15,0,177,11,1,26,0,2,200,17,13,36,48,67,110,107,0,0,0,0,0,0,0,0,0,0
Hyde Square - Barbara St at Centre St,42.32176526,-71.10984161,25025120600,0.216,0.771705426,34.80808081,2580,57665,0.103,0.545,30.5,2580,157,157,0.07943022,0.729190303,2.366642446,0.696425963,6.207359755,42.322164,42.328316,42.336608,42.317062,42.355721,-71.10904,-71.110252,-71.089208,-71.104248,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1093,1487,11.2,78.4,3.9,0,3.5,0,2221,101585,9026,7971,7.2,71.3,7.8,14.3,3.3,3.4,28.5,1.5,6.4,6.2,2.8,1991,87.7,9.1,3.2,0,2.4,30,93,34,50,54,53,0,0,0,1,0,0,3,0,0,0,8,8,0,7,1,18,0,76,35,0,127,18,1,9,0,2,116,41,23,38,23,43,77,80,0,0,0,0,0,0,0,0,0,0
ID Building East,42.344827,-71.028664,25025981202,0.328,0.06557377,28.13131313,183,23308,0,0,0,91.5,4299.5,8599,0.024216915,3.006599753,2.281899427,2.335757408,1.667252234,42.344706,42.359705,42.351763,42.352271,42.359789,-71.028419,-71.059215,-71.054797,-71.055242,-71.02734,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,170,13,0,67.2,13.7,0,12,0,183,0,0,8140,0,33.3,66.7,0,0,0,50.8,6.6,21.9,0,20.8,12,66.7,33.3,0,0,0,2439,4493,1667,924,2070,5605,0,0,10,317,745,1136,236,1129,429,122,105,2036,240,1667,96,56,105,46,124,0,6719,1139,41,561,9,130,7745,854,652,1379,1644,2485,5657,2942,0,0,0,0,0,0,0,0,0,0
ID Building West,42.344796,-71.031614,25025981202,0.328,0.06557377,42.31313131,183,23308,0,0,0,91.5,4299.5,8599,0.043953894,2.80938495,2.056665089,2.097640303,1.703738991,42.34508,42.359705,42.351763,42.342622,42.359789,-71.031986,-71.059215,-71.054797,-71.056967,-71.02734,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,170,13,0,67.2,13.7,0,12,0,183,0,0,8140,0,33.3,66.7,0,0,0,50.8,6.6,21.9,0,20.8,12,66.7,33.3,0,0,0,2439,4493,1667,924,2070,5605,0,0,10,317,745,1136,236,1129,429,122,105,2036,240,1667,96,56,105,46,124,0,6719,1139,41,561,9,130,7745,854,652,1379,1644,2485,5657,2942,0,0,0,0,0,0,0,0,0,0
Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,25025070402,0.904,0.35,81.31313131,1700,13141,0.427,0.229,28.8,566.6666667,520,1560,0.046720188,0.747389308,0.948823137,0.422485169,1.54436662,42.346301,42.352531,42.351763,42.349662,42.355721,-71.063361,-71.064682,-71.054797,-71.063917,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,724,976,4.6,9.6,8.8,0,74.1,0,1092,15848,2613,2038,43.4,21.8,43.4,25.9,0,8.9,30.9,18.3,25.4,2,0.5,595,95.5,4.2,0.3,0,13.9,409,739,412,333,524,703,0,0,0,2,68,1,323,0,2,163,0,265,0,61,0,121,26,210,99,219,1036,254,7,244,0,19,1376,184,167,230,270,484,672,888,0,0,0,0,0,0,0,0,0,0
Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,25017352900,0.178,0.63869863,89.86868687,2920,65074,0.086,0.144,25.7,1460,927,1854,0.046517441,2.028797318,2.161110622,0.978236057,4.019437293,42.374439,42.370911,42.388401,42.365379,42.372756,-71.101574,-71.077095,-71.119148,-71.103554,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1279,1641,1.8,82.2,1.5,0.2,7.5,0,2115,83932,14623,13910,21,82.6,3.8,12.4,0.5,0.7,38.4,2,22.2,12.3,10.7,1865,79.4,12.1,8.6,0,2,231,1032,591,180,242,1432,0,0,0,3,0,0,85,0,8,28,2,182,0,16,2,1327,2,141,58,0,1355,293,3,167,4,32,1684,170,140,249,424,810,626,1228,0,0,0,0,0,0,0,0,0,0
Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,25025000803,0.379,0.333172923,32.27272727,6234,17205,0.37,0.262,19.2,2078,4376.333333,13129,0.015493119,1.317305076,1.447992712,1.165746259,6.002592596,42.363686,42.351891,42.357293,42.373362,42.372756,-71.124387,-71.125067,-71.139883,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,2518,3716,11.7,62.1,5.8,0,16.6,0,4900,32140,12210,9423,27.3,37.8,23,36.3,2.2,0.7,9.6,1.8,55.1,3.1,4.3,2077,95.6,4,0.4,0,8.9,1996,7057,4076,1691,1486,9952,0,0,0,0,14,33,12,5,13,0,2,59,0,56,12152,109,51,621,2,0,10572,974,41,1283,7,252,12196,933,707,1579,2426,6421,6423,6706,0,0,0,0,0,0,0,0,0,0
JFK/UMass T Stop,42.32033974,-71.05118036,25025091001,0.445,0.603046316,20.48484848,3217,37022,0.116,0.282,29.6,1608.5,1462,2924,0.052850379,3.732157325,0.114796425,0.106681726,3.935631013,42.320511,42.342687,42.321079,42.320685,42.355721,-71.05178,-71.085056,-71.052155,-71.052391,-71.049897,TRUE,FALSE,TRUE,TRUE,FALSE,Massachusetts,Suffolk,1596,1621,2.5,55.5,14.7,0,25.4,0,2139,64000,15728,6008,12,47.6,29.3,9.2,4.7,9.2,54.9,6.1,3.6,0.5,6.6,1940,77.4,17.2,5.5,0,8.9,603,1447,874,665,695,1564,0,0,0,97,97,5,265,181,1600,18,34,4,0,59,55,136,12,229,132,0,2285,346,12,237,2,42,2708,216,265,556,593,907,1842,1082,0,0,0,0,0,0,0,0,0,0
Jackson Square T Stop,42.32293117,-71.10014141,25025081200,0.853,0.41810219,44.2020202,3425,15887,0.405,0.507,27.5,3425,691,691,0.051462154,1.024400312,1.766524145,0.050387057,5.508904491,42.323074,42.328316,42.336608,42.323132,42.355721,-71.099546,-71.110252,-71.089208,-71.099592,-71.049897,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1646,1779,49.6,14.7,28.5,0,3.2,0,1956,22194,8062,2633,61.4,40.8,28.3,16.8,4.5,9.6,27.5,3.5,12.6,4.9,0.8,1432,87.6,11.3,1,0,12.5,334,263,94,293,277,121,0,0,0,0,6,0,388,0,0,10,14,2,0,8,6,149,0,38,70,0,407,221,6,27,1,29,454,237,83,92,108,74,327,364,0,0,0,0,0,0,0,0,0,0
Jersey St. at Boylston St.,42.34468084,-71.09785348,25025010203,0.379,0.537610619,154.2323232,4972,35014,0.483,0.3,23.4,2486,2804,5608,0.009097314,0.523368406,0.366558988,1.177601286,4.127724582,42.344621,42.348949,42.347581,42.336377,42.355721,-71.097778,-71.095169,-71.099974,-71.088961,-71.049897,TRUE,FALSE,TRUE,FALSE,FALSE,Massachusetts,Suffolk,2374,2598,17.7,62.1,4,0.2,14.5,0,3753,23494,13526,8775,77.8,75,8.4,14.8,0.4,1.4,16.1,2.2,42.1,7.7,1.9,2673,89.9,8.8,1.3,0,4.1,2566,2256,786,2373,1790,1445,0,0,0,1,3,2,598,34,58,8,214,91,0,31,13,487,1296,2738,34,0,4259,826,40,355,7,121,4823,785,472,760,906,904,3059,2549,0,0,0,0,0,0,0,0,0,0
Kendall Street,42.36356016,-71.08216792,25017352300,0.457,0.569054753,58.76767677,3671,55922,0.221,0.327,23.7,1223.666667,3135.666667,9407,0.324071313,0.917496265,1.660841277,0.307861121,2.641022827,42.362498,42.370911,42.366417,42.362434,42.372756,-71.085841,-71.077095,-71.062326,-71.085591,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1995,1676,16.2,54.3,2.3,0,20.6,0,2054,81563,18303,9631,37.2,81,5.5,9.9,1.9,1.7,22.4,3.9,31.8,3.5,5.8,2089,92,4.9,3.1,0,6.2,1795,6345,1267,419,611,8377,0,2,50,3,851,280,42,5,439,288,106,5103,1288,269,128,42,115,360,20,16,7146,473,19,1609,6,154,8835,572,481,1120,1667,4344,5000,4407,0,0,0,0,0,0,0,0,0,0
Kendall T,42.36242784,-71.08495474,25017352400,0.617,0.538951494,194.5454545,2041,32186,0.252,0.336,24.9,680.3333333,6978.666667,20936,0.073233317,1.143129935,1.840074202,0.052280751,2.850413035,42.362498,42.370911,42.34735,42.362434,42.359448,-71.085841,-71.077095,-71.075727,-71.085591,-71.050498,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,882,1159,14.6,38.3,32.5,0,9.1,0,1239,43750,22116,5502,43.5,49.6,19.5,21.1,1.8,7.9,31.3,0.4,22.4,11.5,0.7,1100,88,9.3,2.7,0,6.3,4357,13788,2791,901,1417,18618,0,4,0,9,1146,517,101,2,2523,920,294,12983,744,109,19,178,81,1165,136,5,15795,913,43,3773,27,385,19806,1130,1070,2154,3526,9829,12749,8187,0,0,0,0,0,0,0,0,0,0
Kenmore Square,42.348706,-71.097009,25025010104,0.349,0.533653846,157.4444444,4784,36699,0.238,0.34,22,2392,1166,2332,0.081474486,0.153605364,0.27389968,1.37353362,3.949228688,42.348072,42.348949,42.347581,42.341512,42.355721,-71.097506,-71.095169,-71.099974,-71.083423,-71.049897,TRUE,TRUE,TRUE,FALSE,FALSE,Massachusetts,Suffolk,2102,2682,10.3,65.1,3.1,0,16.6,0,3951,55278,11376,5832,46,60.9,14.9,20.6,0.9,2.7,12.9,1,42.6,4.7,4.9,2553,89.9,4.3,5.8,0,10.9,839,1145,348,659,809,864,0,0,0,0,45,3,189,42,50,14,34,97,0,85,272,219,3,1038,241,0,1729,266,8,264,6,59,2012,320,223,309,418,543,1115,1217,0,0,0,0,0,0,0,0,0,0
Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,25017353101,0.46,0.64,112.6161616,2525,39173,0.22,0.358,20.8,1262.5,2806,5612,0.103871029,1.554862109,1.766872338,0.323310612,4.080090271,42.362988,42.349811,42.347581,42.365304,42.372756,-71.099486,-71.104657,-71.099974,-71.103621,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Middlesex,1304,1221,14.9,54,9.6,0,17.9,0,1729,81793,15393,5253,44.3,78,10.6,9.2,0,2.2,11.4,1.5,36.7,6.3,8.2,1616,87.5,8.2,4.3,0,4.5,1276,3512,824,733,904,3975,0,0,1,77,197,237,81,0,27,41,165,2995,7,194,40,102,26,1350,72,0,4051,480,13,956,8,104,5067,545,403,699,986,2248,3072,2540,0,0,0,0,0,0,0,0,0,0
Landmark Center - Brookline Ave at Park Dr,42.34519429,-71.10169709,25025010204,0.408,0.531845238,98.31313131,3360,18937,0.44,0.294,20.6,1120,1475.333333,4426,0.063459005,0.203433076,0.300806716,1.434225541,4.414790646,42.34496,42.345362,42.347581,42.336377,42.355721,-71.100993,-71.104162,-71.099974,-71.088961,-71.049897,TRUE,TRUE,TRUE,FALSE,FALSE,Massachusetts,Suffolk,1513,1847,6.4,59.2,2.2,0,29.4,0,2551,30000,9674,4307,0,53.2,16.6,25.9,3.1,1.1,12.6,1.4,50.1,3.5,3,1787,96,3.2,0.8,0,7.3,901,2502,1023,530,875,3021,0,0,0,0,28,17,258,0,351,1076,78,75,370,10,0,1821,81,193,68,0,3434,487,11,420,3,71,4115,311,214,531,941,1839,1553,2873,0,0,0,0,0,0,0,0,0,0
Lechmere Station at Cambridge St / First St,42.370677,-71.076529,25017352102,0.291,0.694697597,131.4848485,2414,75863,0.116,0.257,24.6,804.6666667,3342.333333,10027,0.056582018,0.049769728,1.259313446,0.661462028,1.985175999,42.371019,42.370952,42.366417,42.373622,42.372756,-71.077039,-71.077007,-71.062326,-71.069533,-71.052528,TRUE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1082,1332,7.3,70.9,2.4,0,18.8,0,1885,115000,16980,14080,0,74.1,8,15,1.8,1.2,34.8,6.3,24.2,7.1,1.9,1677,85.1,10,4.9,0,4.9,3374,5153,1500,1685,1523,6819,0,0,0,15,22,1459,1560,23,664,175,110,3624,54,706,25,147,25,964,82,372,7801,922,35,1045,10,214,8947,1080,592,1124,1596,3341,5692,4335,0,0,0,0,0,0,0,0,0,0
Lesley University,42.38674802,-71.11901879,25017354500,0.194,0.57793765,43.05050505,2085,74353,0.121,0.322,25.7,1042.5,244.5,489,0.144282324,3.867774882,0.184109023,0.184002769,5.678773584,42.388034,42.370911,42.388401,42.3884,42.372756,-71.119253,-71.077095,-71.119148,-71.119149,-71.052528,TRUE,FALSE,TRUE,TRUE,FALSE,Massachusetts,Middlesex,913,1172,8.5,80.6,1.9,0,3.6,0,1573,83500,25210,10409,0,87.5,1.5,6.1,3.5,1.4,22.1,4.6,19.2,6.1,15.8,1205,86.3,6.7,7,0,3,135,229,125,110,138,241,0,0,0,3,0,15,31,0,1,33,95,47,0,18,14,90,5,90,47,0,384,35,1,50,0,19,450,39,36,88,105,125,220,269,0,0,0,0,0,0,0,0,0,0
Lewis Wharf at Atlantic Ave,42.363871,-71.050877,25025030300,0.234,0.581382689,130.1212121,5511,82812,0.178,0.158,19.2,1102.2,13490.4,67452,0.02343649,0.616344402,0.982307383,0.458892961,0.34995493,42.363939,42.363021,42.366417,42.359784,42.360795,-71.051147,-71.05829,-71.062326,-71.051652,-71.049976,TRUE,FALSE,FALSE,FALSE,TRUE,Massachusetts,Suffolk,3126,2385,6.7,76.6,7.3,0.4,6.1,0,4693,102277,19727,13324,0,67.4,7.6,18.8,1.2,5.1,13.1,0.5,58.7,1.7,10.2,3204,89,5.1,6,0,6.8,17187,36895,13370,8142,10695,48615,0,0,32,764,167,645,1128,537,2481,13002,2560,15260,1647,6867,1816,1760,746,5416,2105,10519,54124,7098,193,4879,53,1105,61772,5680,4033,8570,12479,25183,35413,32039,0,0,0,0,0,0,0,0,0,0
Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,25017355000,0.337,0.593110172,44.38383838,3077,45165,0.105,0.346,31,3077,1581,1581,0.05153853,5.127535854,1.40368256,0.724661673,6.985699614,42.397954,42.351891,42.388401,42.39674,42.372756,-71.13112,-71.125067,-71.119148,-71.121815,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1419,1658,11.9,66.3,10.8,0,10.3,0,2254,85066,21585,5106,3.3,71.4,10.2,10.3,1,7,47.9,2.8,9.4,2.1,3.2,1825,79.6,11.6,8.8,0,6,347,916,318,195,261,1125,0,0,0,32,389,0,157,0,105,5,7,334,18,52,179,149,2,100,52,0,1295,99,1,160,0,26,1487,94,96,213,339,586,879,702,0,0,0,0,0,0,0,0,0,0
Longwood Ave at Binney St,42.338629,-71.1065,25025010300,0.285,0.460729983,92.95959596,5233,7011,0.243,0.199,16,1308.25,4867.25,19469,0.057379305,0.423423296,1.130720184,1.213055307,5.024997647,42.338795,42.341123,42.347581,42.331397,42.355721,-71.107161,-71.110393,-71.099974,-71.095451,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1794,3439,8.9,71.5,5.8,0.3,11.1,0,4696,40000,8265,891,11.1,39.1,21.5,37.6,0.5,1.2,7.7,2.6,61.4,2.3,6.1,2411,95.9,3.6,0.5,0,10.6,4204,10826,4439,2650,3263,13556,0,0,0,0,5,2,52,0,6,10,75,884,0,49,3267,13553,748,745,73,0,14218,2812,49,1987,22,381,17844,1625,1229,2368,4200,7468,6377,13092,0,0,0,0,0,0,0,0,0,0
Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,25017353300,0.262,0.641212802,124.3030303,3562,60750,0.083,0.301,25.4,1781,258.5,517,0.221124088,0.699669467,1.56609656,1.231934335,5.213118722,42.355854,42.351241,42.347581,42.365304,42.359448,-71.111914,-71.116531,-71.099974,-71.103621,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1680,1882,4.4,73.8,7.2,0,10.9,0,2682,93365,17212,8401,11.5,80.8,6.5,11,1.3,0.3,27.6,4.7,18,12.3,7.2,2284,84.1,10.1,5.8,0,3.5,182,242,93,102,211,204,0,0,0,6,0,32,212,0,0,2,0,26,0,0,47,24,3,113,52,0,351,93,5,56,0,12,448,69,52,87,84,112,283,234,0,0,0,0,0,0,0,0,0,0
MIT Pacific St at Purrington St,42.3595732,-71.10129476,25017353200,0.382,0.631711085,188.3838384,5178,40817,0.154,0.269,24.7,2589,1151,2302,0.257179077,1.120114914,1.337881267,0.665281389,4.173761598,42.361836,42.349811,42.347581,42.365304,42.359448,-71.100647,-71.104657,-71.099974,-71.103621,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2842,2336,6.8,61.8,9.7,0,17.2,0,3381,83472,21928,3904,24.8,81.7,6.5,7.6,2.3,2,20.7,1.8,32.8,14.8,3,3271,89,7.1,3.9,0,5.9,409,1511,382,93,151,2058,0,0,0,265,12,81,2,0,11,0,3,1758,0,2,28,62,2,42,34,0,1702,100,2,464,1,33,2218,84,115,273,390,1115,1349,953,0,0,0,0,0,0,0,0,0,0
MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,25017353102,0.496,0.433360423,341.6666667,4922,12558,0.399,0.088,15.9,984.4,3017.8,15089,0.265925468,1.502430653,1.772757188,0.456759278,3.353912836,42.363061,42.348949,42.347581,42.362355,42.359448,-71.088174,-71.095169,-71.099974,-71.085605,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2598,2324,8.6,50.4,5,0,29.6,0,3594,66875,35400,2467,0,67.6,11.8,19.2,0.6,0.9,10.6,3.1,57.5,10,10,2133,96.1,3.7,0.2,0,8.5,4356,7556,3177,2466,2515,10108,0,2,0,0,4,44,6,0,508,21,19,795,1,965,11783,113,212,540,76,0,11504,962,45,2141,20,417,13948,1141,753,1607,2450,5923,8664,6425,0,0,0,0,0,0,0,0,0,0
MIT Vassar St,42.35560121,-71.10394478,25017353102,0.496,0.433360423,159.4848485,4922,12558,0.399,0.088,15.9,984.4,3017.8,15089,0.12211743,0.646496944,0.949627672,1.079228588,4.412399362,42.354929,42.349811,42.347581,42.365304,42.359448,-71.10512,-71.104657,-71.099974,-71.103621,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2598,2324,8.6,50.4,5,0,29.6,0,3594,66875,35400,2467,0,67.6,11.8,19.2,0.6,0.9,10.6,3.1,57.5,10,10,2133,96.1,3.7,0.2,0,8.5,4356,7556,3177,2466,2515,10108,0,2,0,0,4,44,6,0,508,21,19,795,1,965,11783,113,212,540,76,0,11504,962,45,2141,20,417,13948,1141,753,1607,2450,5923,8664,6425,0,0,0,0,0,0,0,0,0,0
MIT at Mass Ave / Amherst St,42.3581,-71.093198,25017353102,0.496,0.433360423,359.4545455,4922,12558,0.399,0.088,15.9,984.4,3017.8,15089,0.100025056,1.030354093,1.295431594,0.782991948,3.51170628,42.358941,42.348949,42.347581,42.362355,42.359448,-71.09363,-71.095169,-71.099974,-71.085605,-71.050498,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,2598,2324,8.6,50.4,5,0,29.6,0,3594,66875,35400,2467,0,67.6,11.8,19.2,0.6,0.9,10.6,3.1,57.5,10,10,2133,96.1,3.7,0.2,0,8.5,4356,7556,3177,2466,2515,10108,0,2,0,0,4,44,6,0,508,21,19,795,1,965,11783,113,212,540,76,0,11504,962,45,2141,20,417,13948,1141,753,1607,2450,5923,8664,6425,0,0,0,0,0,0,0,0,0,0
MLK Blvd at Washington St,42.32143814,-71.09126061,25025081700,0.969,0.358106083,5.696969697,3337,22239,0.394,0.369,28.2,1112.333333,275.6666667,827,0.05316874,1.738544626,1.695229763,0.710381681,5.107889577,42.321749,42.328316,42.336608,42.323132,42.355721,-71.091752,-71.110252,-71.089208,-71.099592,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1478,1859,15.5,3.1,72.3,0.3,3.8,0,2371,30819,6031,4897,48.1,32.4,26.9,32.7,1.3,6.8,45.7,7.4,5.7,0.9,3.4,1195,70.3,25.4,3.8,0.5,17.8,234,423,170,231,195,401,0,0,0,3,0,36,228,5,144,16,51,22,0,0,72,82,0,60,48,60,484,232,5,83,6,17,718,109,74,108,170,241,445,382,0,0,0,0,0,0,0,0,0,0
Magoun Square at Trum Field,42.398365,-71.107818,25017350300,0.326,0.65920494,21.49494949,2591,40079,0.081,0.294,31.3,2591,511,511,0.001107087,3.960630986,1.446806719,1.163489806,5.360023589,42.398373,42.370911,42.388401,42.39674,42.372756,-71.10781,-71.077095,-71.119148,-71.121815,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1383,1208,10.5,67.4,8.5,0.3,7.6,0,1944,67143,10690,5861,15.3,43.1,12.5,26.5,11.9,6,45,8.8,7.7,6.7,2.5,1708,66.5,21.5,11.7,0.3,6.9,101,261,149,98,206,207,0,0,0,6,176,13,49,0,9,3,5,13,1,23,0,98,0,79,36,0,396,47,2,63,0,3,440,71,78,85,114,133,285,226,0,0,0,0,0,0,0,0,0,0
Main St at Austin St,42.375603,-71.064608,25025040401,0.202,0.51169243,54.1010101,2523,52650,0.218,0.433,32.1,2523,763,763,0.099953677,1.025226053,1.038497321,0.4606484,1.041599982,42.375093,42.366664,42.366417,42.373622,42.372756,-71.063606,-71.067666,-71.062326,-71.069533,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,962,1561,6.3,79.8,1.8,0,11.8,0,1837,53438,50030,11079,57.9,51.8,11.2,25.9,2.8,8.3,39.4,5.3,10,0,2.1,1291,91.2,6,2.7,0,9.3,330,319,114,264,329,170,0,0,0,0,0,0,186,0,8,26,16,54,0,16,4,91,0,270,92,0,600,76,1,75,0,11,672,91,57,110,123,143,318,445,0,0,0,0,0,0,0,0,0,0
Maverick Square - Lewis Mall,42.36884408,-71.03977829,25025050300,0.656,0.383286648,19.72727273,2142,16902,0.338,0.54,26.6,714,208.6666667,626,0.035431016,1.652964104,1.871959511,0.036749983,1.134131074,42.369139,42.363021,42.366417,42.369119,42.372756,-71.039615,-71.05829,-71.062326,-71.03953,-71.052528,TRUE,FALSE,FALSE,TRUE,FALSE,Massachusetts,Suffolk,1083,1059,44.8,34.4,8.8,0,7.1,0,1199,18021,3641,2013,40.9,21.2,45.3,16.1,3.3,14.1,25.2,6.3,10.8,0,3.8,821,87.2,9.3,2.8,0.7,9.1,234,272,120,262,222,142,0,0,0,5,0,0,317,13,7,3,9,21,0,14,0,134,0,93,10,0,493,77,3,42,0,11,485,141,67,102,119,104,271,355,0,0,0,0,0,0,0,0,0,0
Mt Auburn,42.37478629,-71.13320231,25017354200,0.098,0.51431154,32.5959596,3319,120813,0.055,0.133,25.8,3319,4248,4248,0.002841972,2.632120833,1.903793919,1.180951187,6.63098091,42.374772,42.351891,42.388401,42.373362,42.372756,-71.133231,-71.125067,-71.119148,-71.118956,-71.052528,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1620,1699,3.2,90.2,0.4,0,4.8,0,2325,152050,18637,22150,8.4,83.8,4.5,10.6,1.1,0,44.6,4,13,8.2,16.9,1707,75,7.6,17.5,0,3.5,711,2187,1350,612,848,2788,0,0,0,6,0,2,136,11,0,0,2,72,0,13,554,3009,115,30,298,0,3372,500,15,285,3,73,3909,339,320,573,1005,1639,1202,3046,0,0,0,0,0,0,0,0,0,0
Murphy Skating Rink - 1880 Day Blvd,42.336448,-71.023739,25025981201,1,,56.78787879,0,0,0,0,0,0,37,37,0.133488342,3.810612605,2.894341928,2.816026034,2.612217569,42.335697,42.352531,42.321079,42.342622,42.359789,-71.025006,-71.064682,-71.052155,-71.056967,-71.02734,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,12,9,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,29,28,5,0,3,0,1,36,1,4,7,11,10,13,24,0,0,0,0,0,0,0,0,0,0
Museum of Science,42.36769018,-71.07116282,25017352102,0.291,0.694697597,48.45454545,2414,75863,0.116,0.257,24.6,804.6666667,3342.333333,10027,0.608317838,0.30911414,0.739668769,0.673040496,1.63122192,42.371019,42.366664,42.366417,42.373622,42.372756,-71.077039,-71.067666,-71.062326,-71.069533,-71.052528,FALSE,TRUE,FALSE,FALSE,FALSE,Massachusetts,Middlesex,1082,1332,7.3,70.9,2.4,0,18.8,0,1885,115000,16980,14080,0,74.1,8,15,1.8,1.2,34.8,6.3,24.2,7.1,1.9,1677,85.1,10,4.9,0,4.9,3374,5153,1500,1685,1523,6819,0,0,0,15,22,1459,1560,23,664,175,110,3624,54,706,25,147,25,964,82,372,7801,922,35,1045,10,214,8947,1080,592,1124,1596,3341,5692,4335,0,0,0,0,0,0,0,0,0,0
NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,25025081900,0.992,0.367283073,4.919191919,3515,15612,0.435,0.429,34.1,1757.5,156,312,0.343845761,1.968718219,1.812454696,0.935453196,5.529704233,42.318899,42.328316,42.305037,42.323132,42.355721,-71.095139,-71.110252,-71.076833,-71.099592,-71.049897,TRUE,FALSE,FALSE,FALSE,FALSE,Massachusetts,Suffolk,1389,2126,28.3,0.8,67.5,0,0.5,0,2019,21594,12151,4006,64.7,15.9,44.7,27.2,2.1,10.1,39.8,0.5,14.6,1.3,0.9,1291,82.3,16.2,1.5,0,17.2,117,139,56,117,118,77,0,0,0,12,0,0,11,0,0,0,4,2,0,2,76,97,5,0,103,0,156,129,2,18,2,5,258,54,35,48,54,58,93,219,0,0,0,0,0,0,0,0,0,0
