0.201,0.211,0.221,0.231,0.241,0.251,0.261,0.271,0.281,0.291,0.301,0.311,0.321,0.331,0.341,0.351,0.361,0.371,0.381,0.391,0.401,0.411,0.421,0.431,0.441,0.451,0.461,0.471,0.481,0.491,0.501,0.511,0.521,0.531,0.541,0.551,0.561,0.571,0.581,0.591,0.601,0.611,0.621,0.631,0.641,0.651,0.661,0.671,0.681,0.691,0.701,0.711,0.721,0.731,0.741,0.751,0.761,0.771,0.781,0.791,0.801
1.036572495,1.038513184,1.047068948,1.050495546,1.050495546,1.050495546,1.056696364,1.058294042,1.053620606,1.053559431,1.053559431,1.050573511,1.045403587,1.042065406,1.054635759,1.054635759,1.063708406,1.05524302,1.056955191,1.056955191,1.056120086,1.058987816,1.054333496,1.067204901,1.085823684,1.081945961,1.112794478,1.125117982,1.125117982,1.137983949,1.137731744,1.172798276,1.172798276,1.185620768,1.179806291,1.213216384,1.213216384,1.255091494,1.255091494,1.255091494,1.284541786,1.330279916,1.33303154,1.383162818,1.39489687,1.447168454,1.483104124,1.480727271,1.449343421,1.449343421,1.391918269,1.420332756,1.420332756,1.478561247,1.484859778,1.46134186,1.46134186,1.46134186,1.46134186,1.484904346,1.434688195
1.033389973,1.033500914,1.050122209,1.047577078,1.047577078,1.047577078,1.048582259,1.038310043,1.040145966,1.036935803,1.036935803,1.033495672,1.027501975,1.025074373,1.028245382,1.028245382,1.040918477,1.037053105,1.036976656,1.036976656,1.034692235,1.036884872,1.033396535,1.037759759,1.057438259,1.048046437,1.066718586,1.06260016,1.06260016,1.058150295,1.061698203,1.076604733,1.076604733,1.080332599,1.116973184,1.142070956,1.142070956,1.165563107,1.165563107,1.165563107,1.193473667,4.716718133,4.740990896,3.597680031,3.301061708,2.96448815,3.083631597,2.970689435,2.935029123,2.935029123,2.895151112,3.004793024,3.004793024,2.800337642,2.79619021,2.787066248,2.787066248,2.787066248,2.787066248,2.549748234,2.604007456
1.426671204,1.413213204,1.305836613,1.307772689,1.307772689,1.307772689,1.346776926,1.352448208,1.366303679,1.413724141,1.413724141,1.457196511,1.480032286,1.523756968,1.738510028,1.738510028,1.678660933,1.768275041,1.45515148,1.45515148,1.493263333,1.58659337,1.638336826,1.544353186,1.412005443,1.502094061,1.366802652,1.415991924,1.415991924,1.383132687,1.385376437,1.391719114,1.391719114,1.389732255,1.405066156,1.423463911,1.423463911,1.392092768,1.392092768,1.392092768,1.15228829,1.113668329,1.111270212,1.065032687,1.065363888,1.048021955,1.056086495,1.062962378,1.010538005,1.010538005,1.000907144,1.00124973,1.00124973,1.00054804,1.000673993,1.000330459,1.000330459,1.000330459,1.000330459,1.000130651,1.000017687
5.574004411,5.532713974,5.56885363,4.806715418,4.806715418,4.806715418,4.226368768,3.80515982,3.921044342,3.871891293,3.871891293,3.709339736,3.658087944,3.842070654,3.290774106,3.290774106,3.249738668,3.34500667,3.099410558,3.099410558,3.044725817,2.941548997,3.072700211,3.053636611,3.101597854,3.019271308,2.597918618,2.310063523,2.310063523,2.007498188,2.002552256,1.946627154,1.946627154,1.984230181,2.027570712,2.023867497,2.023867497,1.856890135,1.856890135,1.856890135,1.65961522,1.677371518,1.636887116,1.647649857,1.664338938,1.696516187,1.686022883,1.706551047,1.60587662,1.60587662,1.518970144,1.484188634,1.484188634,1.412392337,1.383218922,1.394900907,1.394900907,1.394900907,1.394900907,1.389672179,1.374731215
1.218626811,1.220618377,1.218873284,1.262693658,1.262693658,1.262693658,4.226368768,3.80515982,3.921044342,3.871891293,3.871891293,3.709339736,3.658087944,3.842070654,3.290774106,3.290774106,3.249738668,3.34500667,3.099410558,3.099410558,3.044725817,2.941548997,3.072700211,3.053636611,3.101597854,3.019271308,2.597918618,2.310063523,2.310063523,2.007498188,2.002552256,1.946627154,1.946627154,1.984230181,2.027570712,2.023867497,2.023867497,1.856890135,1.856890135,1.856890135,1.65961522,1.677371518,1.636887116,1.647649857,1.664338938,1.696516187,1.686022883,1.706551047,1.60587662,1.60587662,1.518970144,1.484188634,1.484188634,1.412392337,1.383218922,1.394900907,1.394900907,1.394900907,1.394900907,1.389672179,1.374731215
3.430481003,3.20122706,3.146239015,2.847654504,2.847654504,2.847654504,2.634702569,2.481381392,2.547505938,2.610011256,2.610011256,2.654618524,2.659760577,2.73321126,2.64621017,2.64621017,2.58697742,2.444287897,2.167851191,2.167851191,2.213274193,2.143451117,2.188979437,2.158325806,2.275827972,2.311954129,2.128454676,1.970003136,1.970003136,1.767814198,1.741130755,1.749194356,1.749194356,1.791902347,1.77605369,1.752735765,1.752735765,1.629177801,1.629177801,1.629177801,1.388194684,1.394428572,1.371495003,1.356305909,1.350995068,1.373831753,1.381903609,1.3799998,1.242455778,1.242455778,1.149531171,1.154200547,1.154200547,1.107474263,1.108072854,1.096326314,1.096326314,1.096326314,1.096326314,1.086988229,1.057907108
1.049586146,1.079017473,7.933897425,8.08198039,8.08198039,8.08198039,8.275999243,9.441876288,9.990674355,8.187022995,8.187022995,8.065544279,8.80096982,9.328651046,8.633764882,8.633764882,7.682934375,8.006868886,7.772136379,7.772136379,8.511929014,9.034375206,9.591975429,6.374212203,4.075692487,3.379064236,2.147676826,2.103449166,2.103449166,1.855521945,1.916180992,1.82811388,1.82811388,1.726418001,1.671232211,1.620572878,1.620572878,1.685396599,1.685396599,1.685396599,1.677808251,1.591183783,1.612736086,1.521382852,1.489195045,1.262330173,1.278915207,1.276979021,1.256978706,1.256978706,1.235012616,1.235744022,1.235744022,1.226660062,1.235147757,1.259507488,1.259507488,1.259507488,1.259507488,1.130627106,1.126030445
2.044262737,2.220150277,2.297794802,2.274454114,2.274454114,2.274454114,2.235777278,2.106965873,2.00059875,2.014163827,2.014163827,1.674245716,1.569476436,1.53285004,1.486531418,1.486531418,1.474953146,1.485398078,1.486983147,1.486983147,1.412873146,1.375079814,1.34979587,1.343151982,1.348090487,1.341787443,1.29173637,1.292656077,1.292656077,1.286793195,1.285124655,1.287018424,1.287018424,1.279029278,1.269012825,1.296262907,1.296262907,1.269958889,1.269958889,1.269958889,1.285982622,1.295047447,1.276250995,1.289391264,1.302573471,1.320780739,1.28994657,1.296704015,1.281934177,1.281934177,1.213567254,1.200681229,1.200681229,1.205765733,1.186331968,1.151316727,1.151316727,1.151316727,1.151316727,1.165005198,1.150352796
1.943205604,1.742878618,1.541970278,1.526886052,1.526886052,1.526886052,1.507407992,1.334969996,1.33410887,1.28421355,1.28421355,1.087446236,1.050394828,1.054557689,1.061470089,1.061470089,1.059460298,1.065307166,1.05898607,1.05898607,1.051771275,1.054549936,1.05843428,1.060476344,1.049371373,1.034195701,1.009399019,1.008245203,1.008245203,1.009205679,1.010563368,1.011366759,1.011366759,1.00996337,1.012323666,1.016266518,1.016266518,1.01695026,1.01695026,1.01695026,1.019741994,1.022038339,1.021775394,1.021395903,1.023635607,1.015019512,1.013390312,1.015556809,1.01236531,1.01236531,1.010377934,1.011720488,1.011720488,1.012479639,1.012550711,1.014645954,1.014645954,1.014645954,1.014645954,1.008635242,1.010711246
